type,text,defn
root,"tend | attend | bartender | distend | extend | portend | pretend | superintend | tendency | tender | tendon","reach | stretch"
root,"tens | hypotenuse | intensity | pretense | tense | tensile | tension","strain | stretch"
root,"tent | attention | contentious | detente | detention | intent | ostentation | unpretentious","reach | stretch"
root,"tenu | attenuate | extenuate | tenuity | tenuous","make thin"
root,"termin | determine | exterminate | terminal | terminology","boundary | end | limit"
root,"terr | inter | subterranean | terrain | terrestrial | territory","earth | ground | land"
root,"test | attest | contest | detest | intestate | protest | testify | testimony",witness
root,"testat | intestate | testament | testator","make a will"
root,"text | context | pretext | textile | texture","a web | plaited | texture | woven"
root,"the | atheist",God
root,"therm | isotherm | thermal | thermocouple | thermometer | thermos | thermostat","heat | warm"
root,"tic | reticent","be silent"
root,"tig | contiguous","contact | touch"
root,"tim | intimidate | timid | timidity | timorous",fear
root,"tin | abstinence | continent | discontinuity | impertinent | pertinent","hold | keep"
root,"ting | contingency | contingent","contact | touch"
root,"toler | tolerance","bear | put up with"
root,"tom | anatomy | atom | dichotomy | epitome | lobotomy | tome | tracheotomy",cut
root,"tomy | appendectomy | dichotomy | lithotomy | lobotomy | tracheotomy","cutting | incision"
root,"ton | astonish | detonate","thunder | tone"
root,"torn | attorney | tornado | tornillo","thunder | turn"
root,"torp | torpid | torpor","numb | stiff"
root,"torr | toast | torrent | torrential | torrid | torridly","burn | dry | parch"
root,"tort | contort | contortionist | extort | retort | torch | torment | tortoise | tortuous","twist | wring"
root,"tox | antitoxin | endotoxin | intoxicate | toxic | toxicology",poison
root,"tract | abstract | attractive | contract | distraction | distraught | entreat | intractable | portrait | portrayal | protract | retraction | traction","draw | pull"
root,"trad | betray | tradition | traitor","betray | deliver"
root,"trah | portray | train",draw
root,"trans | transact | transatlantic | transcend | transfer | transform | translate | transmit | transport | traverse","across (prefix)"
root,"treat | entreat | mistreatment | retreat | treatise | treaty","draw | handle"
root,"trem | tremble | tremendous | tremor",tremble
root,"trepid | intrepid | trepidation","agitated | trembling"
root,"tri | triad | triangle | trident | triennial | trio | triple | tripod | trivial",three
root,"trib | or diatribe | tribal | tribune","OR waste away | family | race"
root,"tribut | attribute | contribute | distribute | retribution | tributary | tribute","allot | allow | assign | pay"
root,"tric | intricacy | intricate | intrigue | trick | trickery","entangle | make trouble"
root,"trop | heliotrope | trophy | tropical",turn
root,"trud | extrude | intrude | protrude","push | thrust"
root,"trus | abstruse | unobtrusive","push | thrust"
root,"tuit | intuition | intuitive | tuition | tutelage | tutor","look after | protect | watch"
root,"tun | stunning","pound | shake | thump | thunder"
root,"turb | disturb | perturb | turbid | turbine | turbulent","disturb | drive | throw in disorder"
root,"tus | contusion | obtuse",strike
root,"tut | tutelage | tutor | tutorial","look after | protect | watch"
root,"typ | archetype | prototype | type | typical","form | impression | model"
root,"uber | exuberance | exuberant","bear abundantly"
root,"ultim | penultimate | ultimate | ultimatum",last
root,"ultra | ultraliberal | ultramodern | ultrasound | ultrasuede | ultraviolet","beyond (prefix)"
root,"umbr | adumbrate | penumbra | umbrage | umbrella","shade | shadow"
root,"un | unanimous - 7 | unattractive - 8 | unconscious - 6 | unfinished - 6 | unnecessary - 6 | unpredictable - 7 | unravel - 5 | unworthy - 8","none (prefix) | not"
root,"und | abound | abundance | inundate | redound | redundant | undulate","be excessive | flow | overflow | wave"
root,"under | underground | understand","beneath (prefix)"
root,"uni | reunion | unanimous | uniformity | unify | unilateral | unionize | unique | unison | unite | university",one
root,"urb | suburb | urban | urbane","city | town"
root,"urgy | metallurgy | zymurgy","producing (suffix) | working with"
root,"us | abuse | abusive | peruse | usurious | usurp",use
root,"ut | utensil | utilitarian | utility | utilize",use
root,"util | utilitarian | utility | utilize","use | useful"
root,"vac | evacuate | vacancy | vacate | vacation | vacuous | vacuum","at leisure | empty"
root,"vad | evade | invade | invasion | pervade","advance | go"
root,"vag | extravaganza | vagabond | vagrant | vague",wander
root,"vail | avail | available | countervail | prevail","be strong | be worth"
root,"val | equivalent | evaluate | invalid | valiant | valid | valor | value","be strong | be worth"
root,"van | evanescent | vanish | vanity","empty | vain"
root,"vanq | vanquish",conquer
root,"var | prevaricate | variegate | variety | varus | vary","bend | turn"
root,"vari | variation | variegated | variety | various","diverse | of many kinds"
root,"vas | evasion | evasive | invasion","advance | go"
root,"vast | devastate | devastation","lay waste"
root,"veh | inveigh | vehement | vehicle | vein","bring | carry"
root,"vel | reveal | revelation | revelator | veil","cover | veil"
root,"veloc | velocipede | velocity | velodrome","speed | swift"
root,"velop | development | envelop","cover | wrap"
root,"ven | convene | convenient | covenant | intervene | revenue | souvenir | venue",come
root,"vent | advent | adventure | convention | eventful | invent | prevention | venture",come
root,"ver | aver | veracious | veracity | verdict | verify | verisimilitude | verity","true | truth"
root,"verb | adverb | proverbial | verbal | verbatim | verbiage | verbose",word
root,"verd | verdant | verdigris | verdure","be green | flourish"
root,"verer | revered | reverence | reverencer","fear | stand in awe of"
root,"vers | adversary | adverse | adversity | anniversary | averse | controversy | conversation | diverse | diversified | inverse | perverse | reverse | traverse | universal | universe | university | versatility | verse | version | versus",turn
root,"vert | advertise | advertisement | avert | convert | divert | extrovert | introvert | invert | revert | subvert | vertebra | vertebrate | vertex | vertical | vertigo | vortex",turn
root,"vest | divest | invest | travesty | vestment","clothe | dress | garment"
root,"veter | veteran | veterinarian",old
root,"vi | deviate | devious | impervious | obviate | obvious | previous | viaduct","road | way"
root,"via | trivial | viaduct",way
root,"vic | vicar | vicissitude","a change | turn"
root,"vict | conviction | evict | victim | victimize | victor",conquer
root,"vid | evident | invidious | provide | providential","appear | see"
root,"vig | invigorate | vigil | vigilance","lively | vigor"
root,"vil | revile | vilify","base | mean"
root,"vin | vinification | vinous | vintage | vintner",wine
root,"vinc | convince | evince | invincible | provincial | vanquish",conquer
root,"vir | triumvirate | virago | virile | virtual | virtuoso",man
root,"viron | environmental | environs","a circle"
root,"viru | virulent | virus",poison
root,"vis | improvise | provisional | proviso vista | revise | visionary | visor | visual","appear | see"
root,"vit | revitalize | vital | vitality | vitamin","alive | life"
root,"viv | revive | survive | vivacious | vivacity | vivify | viviparous | vivisection","alive | life"
root,"voc | advocate | equivocal | evoke | irrevocable | provoke | revoke | vocabulary | vocalize | vocation | vociferous","call | voice"
root,"vol | benevolent | involuntary | malevolent | volition | volunteer","will | wish"
root,"volu | convoluted | evolution | revolting | revolutionary | voluble | volume | voluminous","roll | turn"
root,"volv | devolve | evolve | involve | revolver","roll | turn"
root,"vor | carnivore | herbivore | voracious",devour
root,"vot | devotee | devotional | devout | votary | voter | votive","a wish | vow"
root,"vour | devour",eat
root,"voy | convey | convoy | envoy | invoice | voyage",way
root,"vulcan | vulcanize",fire
root,"vuls | convulse | convulsion | revulsion | vulture","pluck | tear"
root,"was | wassail","be hale (Old English)"
root,"zo | zodiac | zoography | zoology | zoophyte",animal
