type;text
sayyourself;I am a … person/ I’m … (character & personality)
sayyourself;My best quality is … (character & personality)
sayyourself;I’ve got a … (pet)
sayyourself;My best friend’s name is …
sayyourself;I (don’t) have … (number) international friends.
sayyourself;My dream is …
saywork;Work & Employment Vocabulary
saywork;Here is the list of useful expressions about work and employment to enhance your vocabulary in English:
saywork;1. Application – A letter or form with details of your qualifications, skills, experience, … sent to a firm or company when requesting to be considered for a job or position.
saywork;2. Background – A person’s education, qualifications and/or work experience
saywork;3. Bonus – Money added to someone’s wages, especially as a reward for good work
saywork;4. Curriculum vitae –  A short written description of a university teacher’s previous jobs and work, that they send when looking for a new teaching job
saywork;5. Employee – Someone who is paid to work for someone else
saywork;6. Employer – A person, company, or organization that employs people
saywork;7. Full-time – Work a full number of hours considered normal or standard.
saywork;8. Worker – A person who does a particular job to earn money
saywork;9. Trainee – A person who is practising the skills of a particular job or profession
saywork;10. Hire – Employ someone
saywork;11. Interview – An oral examination of a candidate for a job
saywork;12. Dismiss – Remove or discharge from employment
saywork;13. Make redundant – Dismiss because of not being needed
saywork;14. Maternity leave – Period of absence from work when having a baby
saywork;15. Notice – Advance warning of intention to resign
saywork;16. Perk – Something additional to regular salary
saywork;17. Apprentice – Works for a skilled employer in order to learn a trade
saywork;18. Internship – A student or recent graduate who works for a period of time to gain practical experience
saywork;19. Flexitime – A system that allows people to choose the time they start and finish their work
saywork;20. Part-time – Work fewer hours of days than is considered standard
saywork;21. Overtime – Work more than the number of hours required by contract
saywork;22. Shift work – In a 24-hour day, set periods of time during which different groups of people work
saywork;23. Redundancy pay – Compensation received when you are asked to leave because your job is no longer needed
saywork;24. Unemployment benefits – Social welfare payments made by the state to unemployed people who meet the required conditions
saywork;Idiomatic Expressions about Work and Employment
saywork;Here is the list of job idioms with their meaning in English:
saywork;1. Crunch the numbers – Do a lot of calculations
saywork;2. Put something off – You delay doing it
saywork;3. Take off – It increases or becomes popular very quickly
saywork;4. People person – Person who has great social skills, and loves interacting with people
saywork;5. Have a lot on your plate – You have a lot of work and responsibilities at the moment
saywork;6. Eager beaver – An enthusiastic person who works very hard
saywork;7. Hold the fort – Have the responsibility for something or care of somebody while other people are away
saywork;8. Golden handshake – A large sum of money that is given to somebody when they leave their job, or persuade them to leave their job
saywork;9. Walking paper – The letter or notice dismissing somebody from a job
saywork;10. Cash cow – The part of a business that always makes a profit and that provides money for the rest of the business
saywork;11. A foot in the door – Manage to enter an organization, a field of business,… that could bring you success
saywork;1. Good morning/afternoon. My name is ______ and I want to thank you for this opportunity.
saywork;2. Hello! My name is _______ and it’s a pleasure for me to be here.
saywork;3. Good morning/afternoon. I’m _______ and I want to thank you for taking me into consideration for this position.
saywork;4. Hello! My name is _______ and I’m glad you called me because I really want to work for this company.
saywork;5. Hi! My name is ________ and I’m here because I think I have the profile you’re looking for.
saywork;6. Hello! My name is _______ and first of all I want to congratulate you for making this company capable of offering a top quality service!
saywork;If you want to say something positive about the company or about the position you’ve applied for then this is the perfect time.
saywork;Asking Someone to Repeat a Question
saywork;One of the most disturbing moments you can go through is if you didn’t understand a question. Don’t feel bad, it’s natural and legitimate to ask for a question to be repeated.
saywork;If you didn’t get the question at first, you shouldn’t be afraid to use one of these sentences for a job interview in English to ask someone to repeat it:
saywork;7. I’m sorry. Would you please repeat the question?
saywork;8. Excuse me, I didn’t hear you. Can you please say that again?
saywork;9. Would you please say that again?
saywork;10. Could you please repeat the question and speak a little bit harder?
saywork;11. Sorry, I didn’t understand you. Could you please say that again?
saywork;12. I’m sorry, I didn’t hear the last part. Can you repeat it, please?
saywork;Any of these sentences will help you get back on track and continue with the interview while displaying great communication skills and formality.
saywork;Emphasizing Your Strengths
saywork;Sometimes you may want to highlight some of the features you think make you perfect for the position you’re being interviewed for.
saywork;Use these sentences for a job interview in English when you want to put emphasis on one of your strengths:
saywork;13. I think I’m the right choice for this job because I know how to…
saywork;14. My (mention a set of skills relevant for the job) will allow me to do this easily.
saywork;15. I’m very good at ________ and that’s why I think I’ll be able to handle this position. (Fill the blank space with the one you consider is your best strength.)
saywork;16. I’d love to work here because I _______.
saywork;17. I think my ________, my _________ and my __________ make me perfect for this job.
saywork;18. I can say my top 3 skills are: ________, _________ and _________.
saywork;Try to mention more than one strength you find relevant for the position you applied to.
saywork; You should also always justify your strengths with an example from your professional experience to show that your strengths are real.
saywork;Thanking the Interviewer at the End of the Interview in English
saywork;You have to finish your interview as neat as you started it. Don’t let the interviewer/s leave with a bittersweet taste and thank them before the interview is over.
saywork; These are some sentences for job interviews in English that can help you thanking them:
saywork;19. Thank you very much for your time. I’ll be waiting for your call!
saywork;20. I want you to know that I’m very thankful for this.
saywork;21. Before I leave I want to thank you for the opportunity. I hope we see each other again soon!
saywork;22. I wanted to thank you before I leave. I hope I have the profile you’re looking for.
saywork;23. It was a pleasure meeting you and then again I want to thank you for having me here!
saywork;24. I want to thank you one last time and I’ll be expecting your call!
saywork;Using these sentences you will end up the interview in a high and leave an excellent and professional memory in your interviewer’s mind.
saywork;Some other sentences for a job interview in English you can find useful are:
saywork;25. I’ve been looking for this position for a long time.
saywork;26. I love the idea of working here because I enjoy _______.
saywork;27. This is what I always wanted to do and I know I can do it very well.
saywork;28. I’m glad I was recommended by _______ for this position!
saywork;29. I’m glad I saw this job post because I’m very excited about the idea of working for this company.
saywork;30. You can expect nothing but proficiency and excellent results if you hire me.
saywork;Introducing yourself
saywork;You’ll want to start the meeting by welcoming your attendees and introducing yourself. You can start with a simple greeting, using phrases such as:
saywork;“Good morning / afternoon”
saywork;“Let’s begin”
saywork;“I’d like to welcome everyone”
saywork;“Since everyone is here, let’s get started”
saywork;“I’d like to thank everyone for coming today”
saywork;After greeting them, introduce yourself:
saywork;“I’m [your name]. I’ll keep this meeting brief as I know you’re all busy people”
saywork;“I’m [your name] and I arranged this meeting because…”
saywork;Asking others to introduce themselves
saywork;For effective discussion during the meeting, it’s essential that individuals attending the meeting are well-acquainted with each other.
saywork; The person leading the meeting could ask everyone to introduce themselves in the following ways:
saywork;“Let’s go around the table and introduce ourselves, [name] do you want to start?”
saywork;“Let’s introduce ourselves quickly - please state your name, job title and why you are here”
saywork;You ideally want people to say their name, position in the company and reason for being at the meeting. This will help guide any discussions during the meeting.
saywork;Practice English phrases in our immersive English for Business course.
saywork;Setting the agenda
saywork;Likewise, it is important to start the meeting by outlining the agenda clearly and the key objectives of the meeting. The objectives can be stated with the following phrases:
saywork;“I've called this meeting in order to”
saywork;“We’re here today to discuss”
saywork;“There are [number] items on the agenda. First…”
saywork;“Today I would like to outline our plans for”
saywork;Defining action points to be completed before the next meeting
saywork;When the meeting has finished, give an overview of what needs to be completed before the next meeting. Use the following phrases:
saywork;“[Name], can you have these action points finished by next week’s meeting?”
saywork;“Before the next meeting, I want [action point] completed so we can discuss the results”
saywork;“By the next meeting, we’ll have [action point] in progress”
saywork;Getting involved in meetings
saywork;Active participation in the meeting is reflected by asking questions and interrupting the presenter politely if you do not understand what is being said, or if there is agreement / disagreement.
saywork; It is a good idea to show that you are actively involved in the meeting.
saywork;Getting involved in a business meeting in English
saywork;How to interrupt politely
saywork;If you accidentally speak over someone or have something to add to what is being said, you can interrupt with the following phrases:
saywork;“Sorry, but just to clarify”
saywork;“Sorry I didn’t quite hear that, can you say it again?”
saywork;“That’s an excellent point [person’s name], what about doing [action point] as well?”
saywork;“From our departments perspective, it’s a little more complicated. Let me explain”
saywork;You can also use phrase such as:
saywork;“Excuse me for interrupting”
saywork;“I've never thought about it that way before. How does it affect [this point]”
saywork;Asking questions
saywork;There are many different ways to ask questions during the meeting. The following phrases are suitable when asking for someone to repeat what they have said:
saywork;“Can you repeat that please?”
saywork;“Can you run that by me one more time?”
saywork;“Can you repeat that in a simplified way?”
saywork;For clarification the following phrases should be used:
saywork;“I don't fully understand what you mean. Could you explain it from a different angle?”
saywork;“Could you explain to me how that is going to work?”
saywork;“Just to be clear, do you mean this [repeat the explained point in the way you understand it]”
saywork;The person leading the meeting or giving the presentation can also ask:
saywork;“Are there any more comments?”
saywork;“What do you think about this proposal?”
saywork;“Are there any areas of this project we are not thinking about?”
saywork;Presenting at a meeting
saywork;During the presentation, it’s important to engage your audience and clearly set out the structure of your presentation. You can use the following expressions to achieve this:
saywork;Presenting at a meeting in English
saywork;Practice English phrases in our immersive English for Business course.
saywork;Introducing your topic
saywork;The presentation should begin by introducing its purpose with phrases such as:
saywork;“Thank you for getting here on time. Today we’re here to discuss”
saywork;“We’re here to discuss the progress on [name of project] project”
saywork;“Due to issues identified in [project name], we’re here to come up with a quick resolution”
saywork;The presenter can also outline the presentation procedure to ensure clarity, with the phrases such as:
saywork;“We’re going to run through the main points of the agenda”
saywork;“The presentation will cover these [number of points] topics”
saywork;Concluding your presentation
saywork;The presentation should end by briefly going over the key messages and action points again.
saywork;The conclusion should ensure that the individuals present in the meeting leave with a clear idea about the next steps. It’s also polite to thank the audience for attending.
saywork;The concluding phrases could be:
saywork;“To summarize then, let me just run through what we’ve agreed here”
saywork;“Before we end, let me just summarize the three main points”
saywork;“To sum up what I’ve presented”
saywork;“That brings me to the end of my presentation, thank you for listening”
saywork;Answering questions
saywork;The presentation can also end by requesting input or feedback from the participants and answering their questions, if any. The following phrases will be useful for such situations:
saywork;“Any final thoughts before we close the meeting?”
saywork;“If you have further questions or want to discuss any of it in more detail, we can meet privately or you can send me an email [have email address on the final presentation slide]”
saywork;“I’d like to thank everyone for sharing their time today and any feedback would be valuable”
saywork;“So do we think this is the correct way to proceed?”
saywork;“Are there any objections to what I covered?”
saywork;Additional business meeting phrases
saywork;Aside form the typical benefits, clear communication is required to hold off an interruption, delegate tasks, confirm decisions, apologise for being late, or excuse you early from a meeting.
saywork;The following phrases will prove useful for such situations and will help ensure a productive meeting.
saywork;When holding off an interruption, you can say:
saywork;“Can we come back to that point later? Let me just finish what I was saying”
saywork;“Can I just finish making my point?”
saywork;Likewise, apologise for being late by saying:
saywork;“Excuse me for being late, I was”
saywork;“Sorry for not getting here on time, I was”
saywork;Some useful negotiation phrases during a meeting:
saywork;“I hear what you’re saying, however our senior manager is very clear on this one”
saywork;“I understand that we can’t do that, but can we discuss some other alternatives?”
saywork;“I agree with what you are saying, however have you considered [different method]?”
saywork;“How about this as an alternative [proceed to explain your alternative method]”
saywork;If you want to leave a meeting early, gather your stuff quietly and politely excuse yourself by saying:
saywork;“Excuse me, unfortunately I have to leave early. I need to be [briefly explain where you need to be]”
saywork;“I’ve got to shoot off, I’ve got overlapping meetings”
saywork;“Sorry I’m going to have to leave now, [reason for leaving early]“
saywork;You can plan a future meeting by saying:
saywork;“I’d like to set up a meeting with you at your earliest convenience. When are you free?”
saywork;“I’d love to continue this conversation at a second meeting, when are you next free?”
saywork;“We haven’t covered everything we needed to, shall we set up another meeting?”
saywork;When the meeting is on a tight schedule and the discussion is dragging on, you can use these phrases:
saywork;“I'm afraid that's outside the scope of this meeting”
saywork;“Why don't we return to the main agenda of today's meeting”
saywork;“We’ve gone slightly off topic, let us get back to [main agenda]”
sayphone;TELEFON
sayphone;Answering the phone (informal)
sayphone;Hello. Matt here. (caller unknown)
sayphone;Hi, Jody. How are you?
sayphone;Hey, Justin. What's up?
sayphone;Answering the phone (formal)
sayphone;Hello? Serena speaking. (caller unknown)
sayphone;John Sayles speaking. Who's calling, please? (caller unknown)
sayphone;Doctor Martin's office. May I know who's calling, please? (caller unknown)
sayphone;Thank you for calling Jeans Plus. Jody speaking.
sayphone;Hello Maria. Nice to hear from you.
sayphone;Hello Dr Jones. How can I help you?
sayphone;City Library. Kim speaking. What can I do for you, Robert?
sayphone;Introducing yourself
sayphone;Hey George. It's Lisa calling. (informal)
sayphone;Hello, this is Julie Madison calling.
sayphone;Hi. It's Angelina from the dentist's office here. (informal)
sayphone;Hello Sayoko. This is Alan calling from Big Boyz Autobody.
sayphone;Asking to speak with someone
sayphone;Hi. Is Nina there? (informal)
sayphone;Can you put Michael on? (informal)
sayphone;Can I talk to Josef? Tell him Marilyn's calling. (informal)
sayphone;May I speak to Mr. Green in the accounting department, please?
sayphone;Good morning. Is Dr Martin available, please?
sayphone;Connecting someone
sayphone;Just a sec. I'll get him. (informal)
sayphone;Hang on a moment. I'll see if she's in. (informal)
sayphone;One moment please. I'll see if he's available.
sayphone;Hold the line please. I'll put you through in a moment.
sayphone;Please hold while I put you through to the manager's office.
sayphone;All of our staff are busy at this time. Please hold for the next available person.
sayphone;Making a request
sayphone;Could you please repeat that?
sayphone;Would you mind spelling that for me?
sayphone;Could you speak up a little, please?
sayphone;Can you speak a little slower, please. My English isn't very good, I'm afraid.
sayphone;Could you let me know when she'll be in the office, please?
sayphone;Would you mind calling back in an hour? I'm in a meeting just now.
sayphone;Can you call again? I think we have a bad connection.
sayphone;Please hold for just a minute. I have another call.
sayphone;Please don't call this number again.
sayphone;Taking a message
sayphone;Can I take a message?
sayphone;Would you like to leave a message?
sayphone;Sammy's not in. I can tell him you called if you like. (informal)
sayphone;No, that's okay. I'll call him later. (informal)
sayphone;I'm sorry, but Lisa's not here at the moment. Can I take a message?
sayphone;I'm afraid he's stepped out. Would you like to leave a message?
sayphone;She's busy right now. Would you like her to return your call?
sayphone;He's in a meeting at the moment. Can he call you back when he's free?
sayphone;Fine. I'll let him know you called.
sayphone;I'll make sure she gets your message.
sayphone;Leaving a message
sayphone;Can I leave a message?
sayphone;Would you mind giving her a message?
sayphone;Would it be possible to leave a message?
sayphone;Could you tell her Jonathon called?
sayphone;Could you ask him to call Paul when he gets in?
sayphone;I don't think he has my number. Do you have a pen handy?
sayphone;Thanks. It's James Brown and my number is 222 3456.
sayphone;Confirming a message
sayphone;Let me repeat that just to make sure. It's James Brown at 222 3456?
sayphone;Was that 555 Charles Street, Apartment 66?
sayphone;I'll make sure he gets the message.
sayphone;It's Johnny, right? And you won't be at the club until midnight. (informal)
sayphone;Okay, got it. I'll let him know. (informal)
sayphone;Answering machine and voicemail phrases
sayphone;Hey, Brad here. What's up? Let me know after the tone, OK? (informal)
sayphone;Hi, this is Liz. I'm sorry I can't take your call right now, but if you leave a message after the tone I'll get back to you as soon as I can.
sayphone;You've reached 222 6789. Please leave a message after the tone. Thank you.
sayphone;Thank you for calling Dr. Mindin's office. Our hours are 9am to 5pm, Monday to Friday. Please call back during these hours or leave a message after the tone.
sayphone; If this is an emergency, please call the hospital at 333 7896.
sayphone;You have reached Steve James, your guide to Computer Technology.
sayphone;Unfortunately, I can't take your call right now, but if you leave me a message and include your name and telephone number, I'll get back to you as soon as I can.
sayphone;You can also contact me via email at computech@XYZ.com. Thank you for calling.
sayphone;Leaving an answering machine or voicemail message
sayphone;Hey Mikako. It's Yuka. Call me, OK? (informal)
sayphone;Hello, this is Ricardo calling. Could you please return my call as soon as possible. My number is 334 5689. Thank you.
sayphone;Hi Anderson. This is Marina from the doctor's office calling. I just wanted to let you know that you're due for a check-up this month. Please call us to make an appointment at your earliest convenience.
sayphone;Ending a conversation
sayphone;Well, I guess I'd better get going. Talk again soon, OK? (informal)
sayphone;Thanks for calling. Bye for now.
sayphone;I have to let you go now.
sayphone;I have another call coming through. I'd better run.
sayphone;I'm afraid that's my other line.
sayphone;I'll talk to you again soon. Bye Jules.
sayphone;Who is this, please?
sayphone;This is ... ... speaking.
sayphone;I'll phone back later.
sayphone;I've got the wrong number.
sayphone;Please leave a message after the beep.
sayphone;Can I take a message?
sayphone;Can I speak to ..., please?
sayphone;Just a moment, please.
sayphone;I'll ring you at about ...
sayphone;Thank you for ringing.
sayphone;I must ring off now.
sayphone;I can't get through.
sayphone;The line's busy.
sayphone;There is no reply.
sayphone;This is a bad connection.
sayphone;Can I use my mobile?
sayphone;Answering The Phone
sayphone;When the phone rings and you are poised and ready to answer, you must first decipher whether to answer in a formal or informal way.
sayphone;Hi
sayphone;Hello
sayphone;Hey
sayphone;How’s it going?
sayphone;Good morning/afternoon (name) John speaking. How can I help you?
sayphone;Good day, this is John speaking.
sayphone;How may I be of assistance today?
sayphone;Introducing Yourself
sayphone;Once the call is connected, you will want to introduce yourself to the person on the other end of the line. Here are some things you can say.
sayphone;My name is…… (formal and informal)
sayphone;Allow me to introduce myself. (formal)
sayphone;It’s John speaking. (informal)
sayphone;Asking To Speak To Someone
sayphone;If you require speaking to a specific person, you will need to request that they are put on the line. You can do this by using one of the following phrases.
sayphone;May I speak with John(formal)
sayphone;Is John there? (informal)
sayphone;Would Mr. Johnson be available to take my call? (formal)
sayphone;Connecting Someone
sayphone;If you are being asked to connect a caller to someone else on the telephone network, for example in the workplace, you might say something along the lines of:
sayphone;Please hold the line, I will put you through. (formal)
sayphone;I will connect you right away (formal)
sayphone;Let me see if they are available (formal and informal)
sayphone;Yes, I’ll just get him. (informal)
sayphone;Explaining Absense
sayphone;If someone has called requesting to speak to someone who is not available, you will need to explain this to the caller by using one of these phrases.
sayphone;I’m afraid he is not here right now. (formal)
sayphone;He’s not in. (informal)
sayphone;Mr. Johnson cannot take calls at the moment, can I take a message? (formal)
sayphone;Taking A Message
sayphone;You may be required to take a message which you will pass onto the person who the call was intended for, in this case, you might use one of the following phrases.
sayphone;Would you like to leave a message? (formal)
sayphone;Do you want me to tell him you rang? (informal)
sayphone;If you leave a message, I will ensure he receives it. (formal)
sayphone;Confirming Information
sayphone;Sometimes, you may not quite hear what someone says and will require them to confirm it, or maybe you need to confirm something to double check that the information was correct.
sayphone; You can do this by saying any of the following.
sayphone;Can I read that information back to you? (formal and informal)
sayphone;Could you confirm that information please? (formal)
sayphone;Can I ask you to repeat that, please? (formal)
sayphone;Finishing Your Call
sayphone;Once the telephone conversation is finished, you will want to bid the caller farewell and this can be done by saying something along the lines of the following.
sayphone;It was lovely to talk to you. (informal)
sayphone;It was my pleasure to speak with you. (formal)
sayphone;Thank you for your call. (formal)
sayphone;English Telephone Phrases
sayphone;We are now going to take a look at some phrases which might be commonly heard during a telephone conversation in the English language.
sayphone;General Phrases
sayphone;Here are some common phrases that you are likely to hear during a phone call.
sayphone;Would you mind holding for a moment, please?
sayphone;Might I ask who is calling?
sayphone;How are you doing today?
sayphone;I am just calling to confirm…..
sayphone;There is a problem with the line.
sayphone;Can you call back later, please?
sayphone;Problems And Asking For Assistance
sayphone;If you have a problem and are calling someone for help, you might use one of the following phrases.
sayphone;I was wondering if you might be able to help me.
sayphone;I am having a problem with my….and I need some help.
sayphone;Would you be able to advise me on……
sayphone;Is there someone who can help me with…..
sayphone;Answering Machines And Voicemail
sayphone;It is not uncommon to get through to the voicemail of someone you are trying to get hold of, in this case, you will need to understand some of the phrases that you are likely to hear.
sayphone;You have reached the voicemail of Mr. Johnson, please leave a message.
sayphone;Once you have finished recording, you can hang up.
sayphone;Press 1 to leave a message or press 2 to be transferred to another department.
sayphone;Please leave your message after the tone.
sayphone;Hi, you are through to my voicemail, please leave a message and I will return you call as soon as possible.
sayphone;Telephone Conversation Examples
sayphone;We are now going to take a look at some examples of telephone conversations in both a formal and informal situation.
sayphone; This is designed to give you a clearer understanding of how these conversations function in day to day life.
sayphone;The first example that we are going to see is a telephone conversation which is taking place between a person in their place of work and someone who has called up to speak to the top boss.
sayphone;Receptionist: “Good morning, High tech industries, Emily speaking. How may I help you?”
sayphone;Client: “Good day to you, I am calling to speak with Mr. Johnson.”
sayphone;Receptionist: “I am afraid that Mr. Johnson is in a meeting all morning, can I ask who is calling please?”
sayphone;Client: “This is Mr. Williams, a client with whom he has been dealing.”
sayphone;Receptionist: “Thank you, Mr. Williams, would you like to leave a message?”
sayphone;Client: “No, thank you. Could you please have him return my call at his earlier convenience.”
sayphone;Receptionist: “Of course, that won’t be a problem. Was there anything else I could help you with, Sir?”
sayphone;Client: “That will be all, thank you for your time.”
sayphone;Receptionist: “The pleasure is all mine. Good day, Sir.”
sayphone;The next telephone conversation is in an informal tone and is taking place between two friends arranging to meet with each other.
sayphone;Person 1: “Hey John!”
sayphone;Person 2: “Hey, how’s it going?”
sayphone;Person 1: “Great. I was just calling to see if you wanted to meet up this weekend?”
sayphone;Person 2: “Yeah, I’d love to. Where were you thinking?”
sayphone;Person 1: “I thought we could go to that bar we like.”
sayphone;Person 2: “OK, I’ll meet you there at 8 pm on Friday. Did you need anything else while I’ve got you on the line?”
sayphone;Person 1: “No, nothing else, I’ll see you on Friday.”
sayphone;Person 2: “Catch you later, good to talk to you.”
sayphone;Person 1: “Bye.”
sayidiomsletter;MİSAFİR
sayidiomsletter;Hello. My name is ... I'm 15 and I come from Munich.
sayidiomsletter;Do you understand me?
sayidiomsletter;I've been learning English for 6 years.
sayidiomsletter;How are you?
sayidiomsletter;I like having guests.
sayidiomsletter;My brother and his family are going to visit me in summer.
sayidiomsletter;I'd like to come to England.
sayidiomsletter;My friend is also interested in travelling to England.
sayidiomsletter;Could he stay overnight there?
sayidiomsletter;See you.
sayidiomsletter;Idioms in English letters and e-mails
sayidiomsletter;1. Idioms in sentences
sayidiomsletter;I have been busy at work again working long days.
sayidiomsletter;We have a plan which will be put into action.
sayidiomsletter;One piece of good news to come out of this week is ...
sayidiomsletter;We try and fill the gap.
sayidiomsletter;We drove the car until the tank ran dry.
sayidiomsletter;But there was more to come.
sayidiomsletter;Things are there on the horizon.
sayidiomsletter;That brings me on to something else.
sayidiomsletter;It is a saying that we have here.
sayidiomsletter;It only leaves me now to wish you ...
sayidiomsletter;We have given this a lot of thought.
sayidiomsletter;The outline of one's life story.
sayidiomsletter;We talked about the "good old days."
sayidiomsletter;Enjoy it whilst you can because life is short.
sayidiomsletter;It is a saying that we have here.
sayidiomsletter;The good thing about computer is that errors can easily be removed.
sayidiomsletter;Writing and sending letters will keep the postman in his job.
sayidiomsletter;If everyone contacted each other on computers then the postmen would disappear.
sayidiomsletter;My next communication will be on the e-mail.
sayidiomsletter;We have been having many problems.
sayidiomsletter;It is a well quoted phrase in this country.
sayidiomsletter;More of this in my next letter.
sayidiomsletter;We never expected to be grandparents but once it happened we were very pleased.
sayidiomsletter;The baby was exactly four kilogrammes at birth.
sayidiomsletter;You have the ideal situation with your close links to both Vienna, the city of culture and the quiet country residence.
sayidiomsletter;Maybe one day, our government will agree to the use of the Euro currency.
sayidiomsletter;The sooner the better, it makes things so much easier.
sayidiomsletter;We all hope that common sense will come out on top.
sayidiomsletter;The Stock Market her is not doing well and therefore some of my investments will not be as profitable as we hoped.
sayidiomsletter;How are you both, we trust you are well.
sayidiomsletter;Hello again as we approach the end of another year
sayidiomsletter;We trust that you are both well as we enter the colder months.
sayidiomsletter;As usual it appears we are just not prepared for it.
sayidiomsletter;The weeks have sped by at an amazing rate and it is now almost the end of June.
sayidiomsletter;2. Work and occupation
sayidiomsletter;to resolve some queries on a particular large project
sayidiomsletter;My employer took me out for a good lunch.
sayidiomsletter;I assume that all is progresseing well.
sayidiomsletter;This is very good news.
sayidiomsletter;This would not cause us any problems at all.
sayidiomsletter;We look forward to hearing from you again on this situation.
sayidiomsletter;I was tidying up our study last week.
sayidiomsletter;It appears to be.
sayidiomsletter;I spent more time going over things than actually producing new work.
sayidiomsletter;to be familiar with something to sort out one's problem
sayidiomsletter;My expertise is constantly in demand.
sayidiomsletter;I am very busy at work at the moment trying to complete important projects in my rundown to retirement.
sayidiomsletter;We would not have ignored your situation, if we were aware of it.
sayidiomsletter;Against all my earlier predictions I am now getting so excited about it and I am counting the following months.
sayidiomsletter;I promise not mention it to you again until next year when it becomes a reality.
sayidiomsletter;3. Computer and other technical problems
sayidiomsletter;My children are always using their computers and are more expert than I am and so they can help me overcome a problem.
sayidiomsletter;The reason that I am writing a letter to you is that I have a virus or whatever on my computer system.
sayidiomsletter;When on-line it suddenly appears and tells you that you have sixty seconds to go before the system shuts down.
sayidiomsletter;The seconds start ticking away on the screen from sixty downwards to nil.
sayidiomsletter;When it reaches this point the screen "freezes" and the computer is not able to continue.
sayidiomsletter;So you have to turn off the computer and start all over again.
sayidiomsletter;Because the screen "freezes", whatever you were working on at that time is then lost forever.
sayidiomsletter;I have telephoned the company where I purchased our computer and they gave me advise on what to do.
sayidiomsletter;I tried to carry out the procedures that they said were necessary but, with my poor knowledge of how computer systems operate, I quickly failed to progress very far...
sayidiomsletter;I will have to take my computer to the shop where I have purchased it and request that they sort out my problem.
sayidiomsletter;Presumably if I tried to e-mail you I could be sending the virus on to you also.
sayidiomsletter;We are getting lots of messages regarding products that we do not like and do not want to know about.
sayidiomsletter;Somehow people get hold of our e-mail address and send rubbish to it.
sayidiomsletter;My computer kept letteing me down so we were in need of something newer.
sayidiomsletter;My brother has the "know how" on fixing broken computers.
sayidiomsletter;We purchased a laptop computer - much more compact and ideal for letter writing.
sayidiomsletter;These are the wonders of laptop technology.
sayidiomsletter;Letter writing, keeping accounts etc. this is probably all we will now need a computer for.
sayidiomsletter;A digital camera is an ideal "companion" for the lap top computer on which I can "download" my photographic efforts.
sayidiomsletter;Each evening we were viewing the photos that we took during the day instantly deleting the ones that we did not want.
sayidiomsletter;We have not learned how to do this on the e-mail yet.
sayidiomsletter;This is the first letter brought to you by the wonders of laptop technology.
sayidiomsletter;We are amazed at how compact it is but also surprised how heavy it is.
sayidiomsletter;It stops operating whilst it is being used.
sayidiomsletter;Our replacement is a laptop computer that is more compact.
sayidiomsletter;The laptop is able to carry out all of the functions that we reqire to do.
sayidiomsletter;I bought a camera mostly with the money that was donated to me from my company.
sayidiomsletter;There will be many more photographs to follow in the future.
sayidiomsletter;A digital camera is an ideal "companion" for the laptop computer.
sayidiomsletter;We have now satellite television and are absolutely amazed at the large choice of programmes that are available.
sayidiomsletter;The problem with cable television ist that you have to dig up the pavements to take a line into each houshold that wants it.
sayidiomsletter;The advantage of it is that telephone connections and internet links can also be made on the cable at a cheaper rate than through the normal British Telecom network.
sayidiomsletter;My computer problems continue - this is the second attempt that I am making to communicate with you.
sayidiomsletter;I get close to the end and then „zapp“ - it all disappears off of he screen.
sayidiomsletter;A friend recommended that I take it to a Computer expert to get it corrected.
sayidiomsletter;My friend thinks that my whole system needs to be downloaded and re-set.
sayidiomsletter;At the moment, if I do anything on the computer I always print what I have done in case it gets lost in the computer.
sayidiomsletter;4. Free time activities
sayidiomsletter;My spare time has been very short.
sayidiomsletter;That will give me a lot more leisure time than I have now.
sayidiomsletter;I have a few hours on my bicycle at the weekend.
sayidiomsletter;We were having an overnight stop on our way.
sayidiomsletter;... to spend a long evening over a splendid dinner ...
sayidiomsletter;to sort and pack things into the car ...
sayidiomsletter;to take two days off of the week
sayidiomsletter;We are doing some walking.
sayidiomsletter;We are also getting out on our feet and doing more walking.
sayidiomsletter;There are not so many people about and the people we do meet on these walking occasions are obviously also retired from their work, so we have something in commeon to talk about to start with.
sayidiomsletter;Usually about fifteen people turn up each time.
sayidiomsletter;The walks are led by a guide and last a half a day and take place once a week.
sayidiomsletter;So we have met another circle of people who we did not know to start with.
sayidiomsletter;Trying to learn skiing at a higher age ... ... would probably finish up with broken bones at the first attempt.
sayidiomsletter;We have two spare bedrooms.
sayidiomsletter;We have another holiday coming up next month.
sayidiomsletter;We return to France again to the same people that we stayed with earlier in the year.
sayidiomsletter;Since the birth of Jack we have been seeing Philip, Judy and Jack about every two or three weeks.
sayidiomsletter;Jack is doing very well and we can monitor his progress.
sayidiomsletter;We were very pleased but not "over the moon" when the announcment was first made.
sayidiomsletter;A lot of time recently has been taken up helping to get the house sorted.
sayidiomsletter;They have bought an older property that does reqire a lot of work, mainly decorating, to get it into "shape" again.
sayidiomsletter;But the good news is that "we are slowly getting there".
sayidiomsletter;We seem to have a busy schedule over the next few days.
sayidiomsletter;It is good that we are both connected on the e-mail again.
sayidiomsletter;So we have to sort and pack our things into the car.
sayidiomsletter;We have been having very good weather but today the rain has returned - only a short time we hope - but it does help the garden.
sayidiomsletter;We hope to send you photographes of the christening event soon, probably through the post because we have not learnt to do this on the e-mail yet.
